Question,Answer,Category
 Glad to hear you're better. Sorry to hear you were sick. I was sick a couple of weeks ago with a bad cough. There's definitely a bug going around. Admit I just want to stay healthy for the holidays and plan to relax., Oh same here. I think relaxing at home should be counted among the best ways to enjoy the holidays.,Conversation
" Definitely! I know a lot of folks travel for the holidays, but I'm happy to stay home myself!"," I'm getting there. Every year until last year, I tried to go somewhere for the Christmas / New Year, and then I got bored traveling. lol not sure if that means I'm getting old?",Conversation
 Me too. Now I have folks come visit me for the holidays! But that's also tiresome.., Are you doing any home decorating then?,Conversation
 Yes! We set up an eco-friendly (i.e. fake) Christmas tree and put up some colorful LED lights which is very festive.," I think I'm copying you. Me and my wife plan to decorate and Christmas tree too. We bought most of the decorative stuffs from the stores, but haven't yet to buy the tree.",Conversation
" Buying a tree is a neat experience. I was torn between buying an artificial/eco-friendly/fake one vs. a real one that smells like fresh pine. In the end, we opted for the one that we can disassemble every year."," I see. Artificial anything is better, from tree to intelligence, huh?",Conversation
" Oh, very clever pun! I like it! Depends. I remember having real Christmas trees from childhood, but these days with climate change, I think not chopping down a tree just to decorate it and then throw it out in a month is the more responsible thing to do.", I see. It's probably also cheaper. I'll buy an artificial one too. Do you have any suggestions for the store?,Conversation
" Admit my favorite store is Target, plus they often have good deals.", Ah that's great. My wife also likes Target a lot. She even made a Target credit card because she comes to that store very often. Okay thanks for the suggestion. I'll check out Target.,Conversation
 Hi!, Hey,Conversation
 How's your day going?, pretty good. yours?,Conversation
" Ehh it's fine. I didn't do so well on that history test, actually..", oh what happened?,Conversation
 Apparently Christopher Columbus didn't fight in the Civil War :'), hahah wait for real?,Conversation
 I know right! Are you taking History next semester?, No I'm not in school anymore,Conversation
 Oh I see. What do you do?, I train and compete in horse vaulting,Conversation
" Oh wow. Were you born a horse, or were you turned into one?", lol you're too funny,Conversation
 Just kidding. That sounds pretty cool! Is it your job?," Yeah, but I part time work on a farm. Helping with a bit of everything",Conversation
" Wow, sounds very busy! Do you with money at those horse vaulting competitions?", Yeah some. enough to get by,Conversation
 Hi!, Hello,Conversation
 Do you have a favourite flower?," hmm, I haven't thought about that much, but i think lotus should be one of my favorites. Why do you ask?",Conversation
 I'm working on a theory. Why does the lotus spring to mind?, Nice! Lotus looks pretty cool and It has some delightful vibe. So what is this research about?,Conversation
" Oh, it's not research! Just a personal theory. I think that flower preferences are more revealing of personality than people appreciate.", Interesting! Whats your favorite flower?,Conversation
" The gerbera. It's like a cartoon flower. As if you drew ""flower"" with a crayon and then it came to life."," Nice, i would love know more about your theory. Like how you can deduce personality from flower preference.",Conversation
" Ok, step 1 is, you ask someone what their favourite flower is. Pretty much like what we just did. Does that make sense so far?", yes,Conversation
" Cool. Step 2: talk with the person some more, and ask them some more questions, and gradually develop a sense of what they're like, over the course of maybe two to five years. And voila"," Hehe, i think you should publish this someday :)",Conversation
" Why thank you, that's a wonderful idea!", Hey how's it going,Conversation
 It's good it's good. How are you?, good. it's really hot today. I think I'm going to the pool,Conversation
 Oh nice! Where do you live?," I live in Mukesh Patel, NMIMS",Conversation
" Ahh yes, Japan is hot during the summer. Last time I was in Kyoto it was 114 degrees....", oh have you been?,Conversation
 Yes yes. I've been to Tokyo as well. It's so nice!, what did you do here?,Conversation
" Oh everything! I went to an onsen, the fish market, disney land and giant robot fighting show haha", lol why did you come to Japan just to go to Disney land?,Conversation
" The Disney lands are all different! There's also Disney Sea, which is completely unique!", oh neat. I haven't heard about that robot fighting show. where is that??,Conversation
" I don't really remember what part of town it was in. It was pretty cool though - I'm sure you can find it if you google ""giant robot fighting show Mukesh Patel"" haha", lol ok,Conversation
 Hi!, Have you seen any good movies lately?,Conversation
" Last weekend I saw ""The Parasite."" Ever heard of it?", No. Why did you pick that movie?,Conversation
 My friend wanted to see it. It has great reviews on IMDB and Rotten Tomatoes! What did you do last weekend?, I played music and worked on some side projects. I also started watching the new Disney service.,Conversation
 Oooo the Mandalorian?!?!," Mostly, the deleted scenes from Avengers.. lol",Conversation
 lol Are you a big Marvel fan?," I loved the X-Men as a kid, and even collected the comic cards. Recently, I got very into the Marvel Cinematic Universe movies. How many Avengers movies have you seen?",Conversation
 I've only seen Spiderman. Honestly it was a little too scary and so I don't think I can bring myself to watch the other Marvel movies! haha, Oh!-- I have a friend who looks like the actor who plays Spiderman.,Conversation
" Oh really? To be honest I think the actor is not that good looking, so not so surprising! haha", Yea. I think Loki is the most handsome 😀,Conversation
 Who is Loki? I've never heard that name before," He's the adopted brother of Thor, God of thunder, and is burdened with glorious purpose. Do you feel that burden?",Conversation
 Hi!," Hey, what's up?",Conversation
 Just chillin'. how are you?," I'm pretty good, thanks.",Conversation
 Do anything interesting today?, I went to the local cafe and had a double espresso. It was delicious. What about you?,Conversation
 Oh that's cool! I actually went to an amusement park and went on my first roller coaster!, Oh my gosh. What was it like??,Conversation
" It was scary! It was actually Kingda Ka, the world's tallest roller coaster. Ever heard of it?"," No, never heard of it. But I'm not really a coaster aficianado. I've heard that some people get addicted to them and travel the world to try them.",Conversation
" Oh wow! I'm not on that level yet, but I understand the appeal. Are you an adrenaline junkie at all?"," No, the opposite. I can't stand heights, horror movies, or confined spaces.",Conversation
 Same! I guess the roller coaster wasn't so bad because I trust the engineering haha," Ha, I suppose that makes sense! Would you say that you enjoyed it?",Conversation
" Maybe not so much at the time, but I am glad I did it now that it's done, know what I mean?", I think I sort of understand :),Conversation
 Hi!," hello there, how is it going?",Conversation
 All good. Planning to head home soon. How about you?, I'm quite tired. There are a lot of things I need to finish before the end of the year.,Conversation
 oh... sorry to hear that. But after that it will be a hard earned vacation," yeah, looking forward to it. Hope I don't get pinged during the holidays. Are you going to travel these dates?",Conversation
" I have some tentative plans, but if that doesn't pan out, will just chill at home.", staying at home is always nice during the holidays,Conversation
 Where are you based out of these days?," I'm working from LA, nice weather around here. and you?",Conversation
 San Francisco. It's been raining cats and dogs here since last 2-3 weeks," aw man, I'm sorry to hear that. at least it's not snow!",Conversation
 The flu has been hitting hard as well. I had several folks in the house down at one point., that's really sad. are they feeling any better?,Conversation
" Yes, everyone recovered now", Hello,Conversation
 How's it going?, Extremely busy. I have been trying to prepare for the upcoming holidays. How about you?,Conversation
 I'm going to the bahamas. Can't wait!!!," I'm jealous, take me with you!! I would love to have some warm weather right now",Conversation
 oh where are you now?, Canada. There is another major snowstorm that might hit this weekend so I have been rushing to get everything done before it comes.,Conversation
 oh no. I never seen this in person. Is it scary?, Snow is not scary as long as you're prepared. You just need to be ready to not have electricity for a while. I enjoy the aftermath of a good snowstorm because then you can go sledding or skiing.,Conversation
 that does sound nice. so what are you doing these holidays?, I am having all of the extended family over for a big meal. We will also go <REDACTED_TERM> as well. What will you do in the bahamas?,Conversation
 nice nice. I'm gonna go snorkeling yey, Sounds fun! I wish I knew how to swim!,Conversation
 You can stay on the shallow side I think. Well hope you enjoy time with your extended family!," That's true. You too, have a great time snorkeling!",Conversation
 Hi!, Hi! How was your weekend?,Conversation
 pretty good. just went to church and hangout with friends, Nice,Conversation
 did you do anything?, I made donuts and samosas with an air fryer have you used one of those before,Conversation
 yum yum yum no only good old oily frier, haha,Conversation
 do you have one at your home or were you at a friends place?, I was at my parents' place what are you up to for Thanksgiving?,Conversation
 I'm going to impersonate a pumpkin," wow, those are unique plans",Conversation
 I'm pretty unique person, I think so too,Conversation
 any other hobbies besides air frying everything? 🙂, I want to start fermenting things kimchi for example sounds like a fun thing to ferment takes a few days apparently miso takes a couple years to fermen,Conversation
 Hi!," heya, nice to meet you!",Conversation
 nice to meet you too! I'm James. how are you doing today?, I'm doing OK. Looking forwards to the weekend. how about you?,Conversation
 same here! I hope the weather will be nice," oh yeah, but I don't have my hopes too high, I heard there could be a storm coming our way",Conversation
" oh no, which areas will be affected?", they mentioned that the whole city will experience harsh weather and that people in the outskirts will probably not get much rain and wind,Conversation
" uh oh, I'd better not to plan for BBQ then instead just enjoying playing board games inside 🙂"," yeah, it'll be good weather for staying inside with a cup of hot chocolate. Too bad my street usually floods, so I'll have to check for that",Conversation
" yea, you'd better check. where do you live?"," I live at the bottom of the valley, cheap area but we do get affected by this kind of stuff a lot haha",Conversation
 gotcha. anything you love about where you live?," well, the food around the area is amazing, which is definitely a plus.",Conversation
 Hi!," hello, who am I having the pleasure to chat with 🙂",Conversation
 I am the superman! What about you?," haha. great chating with superman, what is your power?",Conversation
 Being invisible. You won't see me., haha. what else can you do? can you read minds?,Conversation
 I would rather trust fMRI and machine learning to do this. I am not an expert on that. Sorry for it!, wow that seems pretty technical. what does fMRI mean?,Conversation
 The brain imaging thing that can tell you a brain's activity at a pretty high resolution., okay! so you seem to like science a lot?,Conversation
 I believe in Science! Science is my god!, Are you also doing science?,Conversation
" no, I'm bad at Science. what can Science do? is it the most important thing for society?", People are always arguing. Probably both science and democracy are both important I guess.,Conversation
 Does it make sense?, I think so. thanks for your point!,Conversation
" Hello, Nice to meet you"," If you could eat only one food for the rest of time, what would it be?",Conversation
